DEPTH_M,DEPTH_F,BS,CALI,DENS,DRHO,DTC,DTS,GR,NEUT,PEF,RESD,RESM,RESS,TEMP,TENS
2526.4872,8289.0003,12.5,12.2653,2.1921,0.028926,96.8645,150.0372,79.6585,0.224233,2.0392,2.2176,2.1879,2.2144,71,1718.4092
2526.6396,8289.5003,12.5,12.4112,2.1707,0.026603,98.9571,150.0906,80.157,0.222682,1.9531,2.1862,2.1539,2.1586,71,1723.2338
2526.792,8290.0003,12.5,12.5822,2.1535,0.023811,101.2861,150.2034,80.6939,0.22122,1.909,2.1624,2.1264,2.1053,71,1728.5005
2526.9444,8290.5003,12.5,12.7533,2.1363,0.021019,103.615,150.3162,81.2309,0.219758,1.8648,2.1387,2.0988,2.052,71,1733.7672
2527.0968,8291.0003,12.5,13.4772,2.1312,0.018711,106.441,150.5061,79.4254,0.220167,1.8502,2.1818,2.1413,2.0964,71,1739.9938
2527.2492,8291.5003,12.5,14.5186,2.1332,0.016683,109.5524,150.7403,76.2746,0.221651,1.8526,2.2633,2.224,2.1971,71,1746.7716
2527.4016,8292.0003,12.5,15.56,2.1351,0.014654,112.6638,150.9745,73.1238,0.223134,1.8549,2.3449,2.3067,2.2978,71,1753.5493
2527.554,8292.5003,12.5,15.9275,2.1378,0.013983,114.3571,150.8946,71.5387,0.223949,1.8477,2.3793,2.3419,2.3381,71,1753.6169
2527.7064,8293.0003,12.5,15.0671,2.1418,0.015786,113.4665,150.2424,72.8068,0.223548,1.8233,2.3279,2.2904,2.2685,71,1741.4572
2527.8588,8293.5003,12.5,14.2067,2.1458,0.017589,112.5759,149.5901,74.0749,0.223147,1.7989,2.2766,2.239,2.1988,71,1729.2974
2528.0112,8294.0003,12.5,13.3822,2.1497,0.019322,111.6984,148.8712,75.1549,0.22285,1.7798,2.2222,2.1846,2.1292,71,1717.3578
2528.1636,8294.5003,12.5,13.0117,2.1523,0.02018,110.9857,147.3109,73.8626,0.223857,1.8286,2.1303,2.0931,2.0591,71,1708.1959
2528.316,8295.0003,12.5,12.6411,2.1549,0.021038,110.273,145.7506,72.5703,0.224865,1.8773,2.0383,2.0017,1.9891,71,1699.0339
2528.4684,8295.5003,12.5,12.2706,2.1576,0.021896,109.5604,144.1904,71.278,0.225872,1.9261,1.9463,1.9102,1.9191,71,1689.8719
2528.6208,8296.0003,12.5,12.2258,2.1821,0.028753,106.8212,145.7341,73.9487,0.227209,2.0766,1.957,1.9226,1.9207,71,1683.6927
2528.7732,8296.5003,12.5,12.2661,2.2123,0.037179,103.552,148.0899,77.6559,0.228632,2.2538,1.9945,1.9621,1.941,71,1678.2936
2528.9256,8297.0003,12.5,12.3065,2.2426,0.045605,100.2827,150.4457,81.3632,0.230055,2.431,2.032,2.0017,1.9614,71,1672.8945
2529.078,8297.5003,12.5,12.3282,2.2964,0.043522,98.4647,154.5929,83.1522,0.237368,2.8295,1.9991,1.9779,1.9512,71,1672.4658
2529.2304,8298.0003,12.5,12.3321,2.3726,0.031416,98.0309,160.4488,83.1115,0.250299,3.4391,1.8992,1.8938,1.9119,71,1676.7781
2529.3828,8298.5003,12.5,12.3361,2.4489,0.01931,97.597,166.3047,83.0707,0.263231,4.0487,1.7993,1.8097,1.8727,71,1681.0903
2529.5352,8299.0003,12.5,12.3439,2.4936,0.010705,98.1079,170.4072,82.8219,0.274022,4.4543,1.7052,1.7254,1.8145,71.0046,1683.8354
2529.6876,8299.5003,12.5,12.3647,2.4334,0.013758,101.7643,168.6719,81.8805,0.277687,4.1804,1.6303,1.6406,1.6935,71.0244,1681.3634
2529.84,8300.0003,12.5,12.3854,2.3732,0.01681,105.4207,166.9366,80.9391,0.281352,3.9066,1.5553,1.5557,1.5724,71.0443,1678.8912
2529.9924,8300.5003,12.5,12.4062,2.313,0.019863,109.077,165.2013,79.9978,0.285017,3.6328,1.4804,1.4709,1.4514,71.0641,1676.4192
2530.1448,8301.0003,12.5,12.7134,2.3071,0.026735,110.3325,164.6075,74.04,0.27815,3.5886,1.4448,1.4271,1.3975,71.3358,1643.4336
2530.2972,8301.5003,12.5,13.0355,2.3041,0.033807,111.4621,164.0737,67.8189,0.27073,3.5565,1.4113,1.3855,1.3471,71.6208,1608.8466
2530.4496,8302.0003,12.5,13.3577,2.3011,0.04088,112.5916,163.5399,61.5978,0.263311,3.5244,1.3778,1.3438,1.2967,71.9058,1574.2595
2530.602,8302.5003,12.5,13.7789,2.3148,0.039739,112.4989,162.2021,60.5004,0.26233,3.6009,1.4007,1.3651,1.3167,72,1655.2059
2530.7544,8303.0003,12.5,14.2491,2.3367,0.03454,111.8023,160.4671,61.9347,0.264531,3.7311,1.4515,1.4174,1.3715,72,1793.2395
2530.9068,8303.5003,12.5,14.7192,2.3585,0.02934,111.1058,158.732,63.3691,0.266732,3.8613,1.5023,1.4696,1.4263,72,1931.2732
2531.0592,8304.0003,12.5,15.1125,2.3776,0.029871,110.7849,156.9373,64.5242,0.265238,3.9856,1.5626,1.5297,1.4839,72,2003.5328
2531.2116,8304.5003,12.5,15.3846,2.3923,0.039423,111.0555,155.0487,65.2397,0.257925,4.1008,1.6377,1.602,1.5456,72,1972.2429
2531.364,8305.0003,12.5,15.6568,2.4069,0.048976,111.3261,153.1601,65.9553,0.250613,4.216,1.7129,1.6743,1.6074,72,1940.9531
2531.5164,8305.5003,12.5,15.9192,2.4176,0.057725,111.6442,151.7258,66.5932,0.245812,4.2788,1.7782,1.7372,1.6616,72,1910.0914
2531.6688,8306.0003,12.5,16.1005,2.3949,0.059821,112.3568,154.0592,66.5873,0.261835,3.9071,1.7616,1.7229,1.6536,72,1882.7802
2531.8212,8306.5003,12.5,16.2817,2.3722,0.061916,113.0695,156.3925,66.5814,0.277858,3.5354,1.7451,1.7086,1.6456,72,1855.469
2531.9736,8307.0003,12.5,16.463,2.3496,0.064012,113.7821,158.7259,66.5755,0.293881,3.1638,1.7285,1.6944,1.6376,72,1828.1578
2532.126,8307.5003,12.5,16.2082,2.357,0.05317,112.3304,160.3546,67.9813,0.28721,2.9316,2.0311,1.9819,1.9608,72,1792.6876
2532.2784,8308.0003,12.5,15.862,2.3707,0.039616,110.4252,161.8358,69.6829,0.275785,2.7287,2.4006,2.3327,2.3533,72,1755.5079
2532.4308,8308.5003,12.5,15.5157,2.3844,0.026063,108.5201,163.317,71.3846,0.26436,2.5258,2.7701,2.6836,2.7458,72,1718.3282
2532.5832,8309.0003,12.5,14.8966,2.3885,0.019918,105.3846,163.9499,82.4501,0.256218,2.4128,2.9467,2.8742,2.944,72,1700.6533
2532.7356,8309.5003,12.5,14.0503,2.3844,0.019935,101.2258,163.8772,101.304,0.250808,2.3747,2.963,2.9315,2.9808,72,1699.2009
2532.888,8310.0003,12.5,13.2041,2.3803,0.019952,97.067,163.8046,120.1579,0.245399,2.3365,2.9794,2.9889,3.0176,72,1697.7485
2533.0404,8310.5003,12.5,12.6154,2.3784,0.019185,94.7352,163.5163,131.1353,0.242674,2.3118,3.0168,3.0468,3.0569,72,1696.4602
2533.1928,8311.0003,12.5,12.7409,2.3823,0.016244,97.4682,162.63,120.2767,0.247396,2.3245,3.1129,3.1064,3.1031,72,1695.6268
2533.3452,8311.5003,12.5,12.8663,2.3862,0.013303,100.2013,161.7438,109.4182,0.252117,2.3371,3.209,3.1659,3.1494,72,1694.7935
2533.4976,8312.0003,12.5,12.9918,2.3901,0.010361,102.9343,160.8576,98.5596,0.256838,2.3498,3.305,3.2254,3.1956,72,1693.9602
2533.65,8312.5003,12.5,12.9773,2.3942,0.01622,103.838,162.4383,92.4646,0.249041,2.3702,3.2603,3.1941,3.1731,72,1699.2555
2533.8024,8313.0003,12.5,12.9606,2.3984,0.02222,104.7124,164.0585,86.4459,0.241044,2.3908,3.2134,3.1613,3.1494,72,1704.6489
2533.9548,8313.5003,12.5,12.9439,2.4025,0.02822,105.5869,165.6787,80.4272,0.233047,2.4114,3.1664,3.1285,3.1258,72,1710.0424
2534.1072,8314.0003,12.5,12.8362,2.388,0.027856,104.865,165.7133,79.1593,0.229297,2.3695,3.0989,3.0553,3.0497,72,1709.7142
2534.2596,8314.5003,12.5,12.6901,2.3656,0.024808,103.4701,165.0795,79.8945,0.227338,2.3012,3.0228,2.9651,2.9515,72,1706.9736
2534.412,8315.0003,12.5,12.5439,2.3432,0.02176,102.0752,164.4456,80.6297,0.225379,2.2329,2.9466,2.8749,2.8533,72,1704.2332
2534.5644,8315.5003,12.5,12.4802,2.3377,0.01983,101.3578,161.7235,81.6731,0.225579,2.2105,2.9457,2.8648,2.8379,72,1702.7207
2534.7168,8316.0003,12.5,12.5292,2.3552,0.019428,101.5662,156.1478,83.1375,0.22873,2.2509,3.0478,2.9641,2.9355,72,1702.8865
2534.8692,8316.5003,12.5,12.5781,2.3727,0.019027,101.7746,150.5721,84.6019,0.23188,2.2913,3.1499,3.0634,3.0331,72,1703.0522
2535.0216,8317.0003,12.5,12.6551,2.3964,0.01831,101.8656,146.4729,86.2812,0.233695,2.3893,3.2523,3.1683,3.1404,72,1705.1058
2535.174,8317.5003,12.5,12.9016,2.4575,0.015688,101.2462,151.3149,89.2617,0.227419,2.8363,3.3568,3.3068,3.3058,72,1718.5917
2535.3264,8318.0003,12.5,13.148,2.5187,0.013067,100.6267,156.1569,92.2422,0.221143,3.2833,3.4614,3.4453,3.4713,72,1732.0776
2535.4788,8318.5003,12.5,13.3945,2.5799,0.010445,100.0073,160.9989,95.2228,0.214867,3.7302,3.5659,3.5838,3.6367,72,1745.5635
2535.6312,8319.0003,12.5,13.1293,2.5291,0.014179,98.4421,163.1253,95.5022,0.216981,3.3951,3.3974,3.398,3.4411,71.891,1736.5063
2535.7836,8319.5003,12.5,12.7815,2.4601,0.01894,96.7241,164.8129,95.3452,0.22045,2.9337,3.1848,3.1599,3.1872,71.7644,1723.8065
2535.936,8320.0003,12.5,12.4336,2.3912,0.023701,95.0061,166.5005,95.1882,0.223919,2.4722,2.9721,2.9218,2.9333,71.6377,1711.1068
2536.0884,8320.5003,12.5,12.2754,2.3513,0.02646,94.32,166.4401,95.7942,0.226525,2.2525,2.7984,2.734,2.725,71.4812,1708.4305
2536.2408,8321.0003,12.5,12.2544,2.3323,0.027771,94.381,165.1143,96.9526,0.228506,2.2078,2.653,2.5826,2.5498,71.303,1713.011
2536.3932,8321.5003,12.5,12.2334,2.3133,0.029082,94.442,163.7886,98.111,0.230487,2.1632,2.5076,2.4311,2.3747,71.1249,1717.5916
2536.5456,8322.0003,12.5,12.2174,2.3064,0.029104,94.5228,162.7884,98.9687,0.233435,2.1427,2.415,2.3335,2.2607,71,1720.2054
2536.698,8322.5003,12.5,12.213,2.3277,0.026108,94.6498,162.5508,99.1223,0.238647,2.1791,2.4464,2.3618,2.2903,71,1718.2134
2536.8504,8323.0003,12.5,12.2086,2.349,0.023112,94.7769,162.3132,99.2758,0.24386,2.2154,2.4777,2.3901,2.3199,71,1716.2213
2537.0028,8323.5003,12.5,12.2043,2.37,0.020227,94.8842,162.064,99.439,0.248805,2.2519,2.5092,2.419,2.3506,71,1714.261
2537.1552,8324.0003,12.5,12.2049,2.3706,0.023222,93.9322,161.1938,100.1195,0.23945,2.2959,2.5475,2.4782,2.4422,71,1713.9919
2537.3076,8324.5003,12.5,12.2055,2.3713,0.026218,92.9803,160.3235,100.8,0.230095,2.3399,2.5858,2.5373,2.5338,71,1713.723
2537.46,8325.0003,12.5,12.206,2.372,0.029214,92.0283,159.4533,101.4806,0.220741,2.3839,2.624,2.5965,2.6254,71,1713.454
2537.6124,8325.5003,12.5,12.3024,2.3763,0.03,92.748,157.2039,100.2707,0.221214,2.4073,2.6225,2.6052,2.6353,71,1712.1649
2537.7648,8326.0003,12.5,12.433,2.382,0.03,94.0626,154.4637,98.3881,0.225185,2.4234,2.6068,2.596,2.6162,71,1710.5128
2537.9172,8326.5003,12.5,12.5636,2.3876,0.03,95.3772,151.7235,96.5054,0.229155,2.4395,2.5911,2.5868,2.597,71,1708.8606
2538.0696,8327.0003,12.5,12.5712,2.3867,0.029739,95.8994,149.983,95.7109,0.229359,2.4318,2.6217,2.6138,2.6222,71,1707.9327
2538.222,8327.5003,12.5,12.4328,2.3779,0.029167,95.479,149.432,96.2109,0.22508,2.3958,2.7074,2.684,2.7002,71,1707.8665
2538.3744,8328.0003,12.5,12.2943,2.3691,0.028596,95.0586,148.8809,96.7109,0.220801,2.3597,2.7931,2.7541,2.7782,71,1707.8002
2538.5268,8328.5003,12.5,12.1802,2.3623,0.027622,94.3805,148.4122,97.8556,0.217193,2.3439,2.8564,2.8072,2.8371,71,1706.526
2538.6792,8329.0003,12.5,12.1803,2.3648,0.024765,92.4943,148.33,102.022,0.216728,2.4232,2.8149,2.7807,2.8062,71,1699.5914
2538.8316,8329.5003,12.5,12.1804,2.3673,0.021907,90.6081,148.2477,106.1884,0.216264,2.5024,2.7734,2.7543,2.7754,71,1692.6569
2538.984,8330.0003,12.5,12.1806,2.3697,0.01905,88.7219,148.1654,110.3548,0.215799,2.5817,2.7319,2.7278,2.7445,71,1685.7223
2539.1364,8330.5003,12.5,12.1868,2.3645,0.017429,90.8981,148.0026,106.5488,0.215177,2.4778,2.7032,2.6932,2.7165,71,1692.5735
2539.2888,8331.0003,12.5,12.1938,2.3584,0.015953,93.5508,147.8303,101.8076,0.214538,2.3524,2.676,2.6576,2.6888,71,1701.0417
2539.4412,8331.5003,12.5,12.2007,2.3524,0.014477,96.2035,147.658,97.0665,0.213898,2.2271,2.6489,2.6221,2.6611,71,1709.51
2539.5936,8332.0003,12.5,12.2034,2.3519,0.015055,98.4563,147.9227,94.5339,0.21794,2.2114,2.6344,2.6056,2.6373,71,1711.2915
2539.746,8332.5003,12.5,12.2034,2.3549,0.016922,100.4578,148.4619,93.3886,0.224924,2.2646,2.6278,2.6011,2.6159,71,1708.8723
2539.8984,8333.0003,12.5,12.2034,2.358,0.01879,102.4594,149.0012,92.2433,0.231908,2.3177,2.6213,2.5965,2.5945,71,1706.4531
2540.0508,8333.5003,12.5,12.2034,2.362,0.021048,103.4648,149.1165,91.1225,0.234781,2.3656,2.6332,2.6042,2.5941,71,1702.2058
2540.2032,8334.0003,12.5,12.2034,2.3681,0.024085,102.4776,148.3843,90.0506,0.229434,2.4029,2.6819,2.6362,2.6357,71,1694.3022
2540.3556,8334.5003,12.5,12.2034,2.3742,0.027122,101.4904,147.652,88.9787,0.224087,2.4402,2.7306,2.6683,2.6773,71,1686.3986
2540.508,8335.0003,12.5,12.203,2.38,0.02996,100.4888,146.909,88.1136,0.219574,2.4739,2.7782,2.7014,2.7197,71,1679.0239
2540.6604,8335.5003,12.5,12.1952,2.381,0.029205,99.2268,145.9719,90.9811,0.230129,2.4445,2.8056,2.7527,2.776,71,1681.1962
2540.8128,8336.0003,12.5,12.1874,2.382,0.028449,97.9649,145.0348,93.8487,0.240684,2.4151,2.833,2.804,2.8323,71,1683.3684
2540.9652,8336.5003,12.5,12.1797,2.383,0.027694,96.7029,144.0977,96.7162,0.251239,2.3857,2.8604,2.8553,2.8886,71,1685.5406
2541.1176,8337.0003,12.5,12.1779,2.3766,0.022336,95.9594,145.3851,97.9176,0.24833,2.4491,2.8174,2.8152,2.8429,71,1684.4465
2541.27,8337.5003,12.5,12.1779,2.368,0.015617,95.3691,147.3307,98.6258,0.241436,2.5399,2.7536,2.7481,2.7669,71,1682.386
2541.4224,8338.0003,12.5,12.1779,2.3594,0.008897,94.7789,149.2764,99.3341,0.234542,2.6306,2.6898,2.681,2.6909,71,1680.3254
2541.5748,8338.5003,12.5,12.1779,2.3486,0.007633,94.8051,150.8029,99.7846,0.230976,2.6042,2.6354,2.6206,2.6218,71,1683.7046
2541.7272,8339.0003,12.5,12.1779,2.3354,0.012028,95.4709,151.8944,99.9677,0.230864,2.4563,2.5908,2.567,2.5599,71,1692.7271
2541.8796,8339.5003,12.5,12.1779,2.3223,0.016423,96.1366,152.9859,100.1508,0.230752,2.3083,2.5463,2.5135,2.498,71,1701.7495
2542.032,8340.0003,12.5,12.1779,2.3101,0.0199,96.6676,153.6736,100.3524,0.23022,2.1876,2.5024,2.4622,2.4412,71,1708.0699
2542.1844,8340.5003,12.5,12.1779,2.3017,0.019928,96.6914,152.842,100.6236,0.228104,2.1695,2.461,2.4197,2.4037,71,1704.2234
2542.3368,8341.0003,12.5,12.1779,2.2933,0.019955,96.7152,152.0103,100.8947,0.225989,2.1513,2.4196,2.3772,2.3661,71,1700.377
2542.4892,8341.5003,12.5,12.1779,2.2849,0.019983,96.7391,151.1786,101.1659,0.223874,2.1332,2.3782,2.3347,2.3286,71,1696.5304
2542.6416,8342.0003,12.5,12.1779,2.3488,0.011534,97.2872,150.6122,101.1848,0.229798,2.5384,2.6254,2.5653,2.555,71,1702.4891
2542.794,8342.5003,12.5,12.1779,2.4182,0.00244,97.8752,150.066,101.1846,0.236336,2.976,2.8946,2.8167,2.8015,71,1709.1958
2542.9464,8343.0003,12.5,12.1779,2.4876,-0.006655,98.4633,149.5199,101.1843,0.242874,3.4135,3.1637,3.0682,3.0479,71,1715.9025
2543.0988,8343.5003,12.5,12.1811,2.4839,-0.001238,98.663,149.1285,101.7487,0.242429,3.3491,3.0972,3.016,2.9949,71,1719.4415
2543.2512,8344.0003,12.5,12.186,2.4407,0.012053,98.652,148.821,102.6194,0.238197,3.0123,2.8485,2.7991,2.7794,71,1721.2621
2543.4036,8344.5003,12.5,12.1909,2.3974,0.025343,98.641,148.5136,103.4901,0.233965,2.6755,2.5998,2.5822,2.5638,71,1723.0828
2543.556,8345.0003,12.5,12.195,2.3756,0.033213,98.3105,148.2676,103.6704,0.235578,2.47,2.4419,2.4365,2.4202,71,1723.3247
2543.7084,8345.5003,12.5,12.1975,2.391,0.031752,97.4297,148.1273,102.6621,0.247255,2.4906,2.4403,2.4134,2.4002,71,1720.849
2543.8608,8346.0003,12.5,12.2,2.4063,0.030291,96.549,147.987,101.6539,0.258932,2.5111,2.4387,2.3903,2.3803,71,1718.3733
2544.0132,8346.5003,12.5,12.2017,2.4193,0.02893,95.7259,147.8576,100.696,0.26891,2.5247,2.4379,2.3708,2.3648,71,1715.7778
2544.1656,8347.0003,12.5,12.1942,2.4076,0.028636,95.5103,147.8428,100.2697,0.260985,2.4649,2.4451,2.3903,2.3956,71,1711.9186
2544.318,8347.5003,12.5,12.1868,2.3959,0.028341,95.2947,147.8279,99.8433,0.25306,2.4051,2.4523,2.4098,2.4264,71,1708.0594
2544.4704,8348.0003,12.5,12.1793,2.3842,0.028047,95.0791,147.8131,99.4169,0.245135,2.3453,2.4594,2.4293,2.4573,71,1704.2002
2544.6228,8348.5003,12.5,12.1824,2.415,0.023551,95.7546,148.1349,96.7488,0.244721,2.4483,2.5484,2.5191,2.5331,71,1707.9102
2544.7752,8349.0003,12.5,12.1879,2.456,0.018042,96.6449,148.5378,93.5404,0.246119,2.5906,2.6571,2.6259,2.6197,71,1713.4446
2544.9276,8349.5003,12.5,12.1935,2.497,0.012533,97.5352,148.9408,90.332,0.247516,2.7328,2.7658,2.7326,2.7064,71,1718.979
2545.08,8350.0003,12.5,12.1932,2.4911,0.012729,98.6222,149.1938,89.0846,0.245619,2.7231,2.795,2.7664,2.7416,71,1718.6903
2545.2324,8350.5003,12.5,12.1876,2.4426,0.018089,99.8873,149.311,89.6122,0.240741,2.5759,2.7524,2.7341,2.7301,71,1713.132
2545.3848,8351.0003,12.5,12.1821,2.3941,0.023449,101.1523,149.4283,90.1397,0.235863,2.4288,2.7097,2.7019,2.7187,71,1707.5735
2545.5372,8351.5003,12.5,12.1798,2.3635,0.027639,102.1181,149.4991,90.0249,0.231343,2.3274,2.7138,2.7037,2.7267,71,1703.7347
2545.6896,8352.0003,12.5,12.1876,2.3883,0.028211,102.1573,149.4257,87.921,0.227935,2.368,2.8626,2.8112,2.7951,71,1705.2216
2545.842,8352.5003,12.5,12.1953,2.4131,0.028782,102.1965,149.3523,85.817,0.224527,2.4086,3.0114,2.9186,2.8635,71,1706.7084
2545.9944,8353.0003,12.5,12.2031,2.4378,0.029354,102.2358,149.279,83.7131,0.221119,2.4491,3.1602,3.0261,2.9319,71,1708.1951
2546.1468,8353.5003,12.5,12.1959,2.4186,0.029535,100.0861,149.3813,90.5588,0.225301,2.4597,3.0633,2.9607,2.8932,71.0954,1708.1371
2546.2992,8354.0003,12.5,12.1881,2.3976,0.029701,97.853,149.4902,97.7459,0.229773,2.4692,2.957,2.8887,2.8505,71.1944,1708.0201
2546.4516,8354.5003,12.5,12.1804,2.3767,0.029868,95.6198,149.5992,104.933,0.234244,2.4786,2.8508,2.8167,2.8077,71.2934,1707.9031
2546.604,8355.0003,12.5,12.1779,2.3746,0.027857,95.4616,150.0457,106.1876,0.231979,2.4619,2.8314,2.7968,2.7941,71.4653,1708.8037
2546.7564,8355.5003,12.5,12.1779,2.3812,0.024833,96.269,150.6492,104.6814,0.22658,2.4331,2.8523,2.8012,2.7941,71.6711,1710.1777
2546.9088,8356.0003,12.5,12.1779,2.3879,0.02181,97.0764,151.2526,103.1751,0.22118,2.4042,2.8733,2.8055,2.794,71.8769,1711.5519
2547.0612,8356.5003,12.5,12.1781,2.3941,0.021065,97.4659,151.8444,102.653,0.220587,2.4011,2.8686,2.7964,2.7848,72,1717.0765
2547.2136,8357.0003,12.5,12.1786,2.3996,0.023716,97.2329,152.4187,103.5974,0.227157,2.4364,2.8258,2.7673,2.7619,72,1728.7864
2547.366,8357.5003,12.5,12.179,2.4051,0.026368,96.9999,152.993,104.5417,0.233726,2.4717,2.783,2.7382,2.739,72,1740.4963
2547.5184,8358.0003,12.5,12.1794,2.4094,0.028747,96.6531,153.4897,105.0187,0.239087,2.5005,2.7473,2.7136,2.7184,72,1748.9379
2547.6708,8358.5003,12.5,12.1789,2.4043,0.029143,95.4777,153.4221,102.0918,0.23564,2.4825,2.7632,2.7212,2.7137,72,1733.5775
2547.8232,8359.0003,12.5,12.1784,2.3993,0.02954,94.3023,153.3545,99.1649,0.232194,2.4645,2.7792,2.7289,2.7091,72,1718.2173
2547.9756,8359.5003,12.5,12.178,2.3942,0.029937,93.127,153.2869,96.238,0.228747,2.4466,2.7952,2.7365,2.7044,72,1702.8569
2548.128,8360.0003,12.5,12.1779,2.4135,0.03,92.0718,153.2136,98.6523,0.232417,2.448,2.8986,2.8338,2.7981,72,1702.7277
2548.2804,8360.5003,12.5,12.1779,2.4374,0.03,91.0396,153.1391,102.0849,0.237444,2.4532,3.0188,2.9483,2.9105,72,1705.5017
2548.4328,8361.0003,12.5,12.1779,2.4613,0.03,90.0073,153.0647,105.5174,0.242471,2.4583,3.1389,3.0627,3.0229,72,1708.2758
2548.5852,8361.5003,12.5,12.1779,2.4742,0.029526,90.5189,153.7336,106.8801,0.241059,2.4715,3.2203,3.1503,3.1209,72,1711.7095
2548.7376,8362.0003,12.5,12.1779,2.4783,0.028678,92.2482,154.989,106.6104,0.234568,2.4909,3.2712,3.2169,3.2074,72,1715.6635
2548.89,8362.5003,12.5,12.1779,2.4825,0.02783,93.9774,156.2444,106.3406,0.228077,2.5104,3.322,3.2834,3.2939,72,1719.6174
2549.0424,8363.0003,12.5,12.1779,2.4824,0.027454,95.1449,157.0428,105.8639,0.224063,2.5427,3.3605,3.3355,3.3558,72,1724.3269
2549.1948,8363.5003,12.5,12.1779,2.4716,0.028302,94.855,156.6558,104.8503,0.226473,2.6084,3.367,3.3503,3.3538,72,1730.9963
2549.3472,8364.0003,12.5,12.1779,2.4608,0.02915,94.565,156.2688,103.8368,0.228883,2.6741,3.3735,3.3652,3.3519,72,1737.6658
2549.4996,8364.5003,12.5,12.1779,2.45,0.029998,94.2751,155.8818,102.8232,0.231294,2.7398,3.38,3.38,3.35,72,1744.3352
2549.652,8365.0003,12.5,12.1801,2.4379,0.027861,94.1083,155.5326,101.5986,0.229466,2.6161,3.1915,3.18,3.1455,72,1730.5388
2549.8044,8365.5003,12.5,12.1823,2.4257,0.025716,93.9418,155.1836,100.3735,0.227628,2.4919,3.0025,2.9795,2.9404,72,1716.6885
2549.9568,8366.0003,12.5,12.1845,2.4136,0.023571,93.7753,154.8345,99.1483,0.22579,2.3676,2.8134,2.7789,2.7353,72,1702.8383
2550.1092,8366.5003,12.5,12.1876,2.4072,0.0245,93.7828,154.6284,98.0437,0.232063,2.365,2.7494,2.7012,2.6598,72,1702.3088
2550.2616,8367.0003,12.5,12.1909,2.4032,0.026645,93.859,154.4788,96.9868,0.241547,2.4106,2.7348,2.672,2.6355,72,1707.0491
2550.414,8367.5003,12.5,12.1943,2.3992,0.02879,93.9353,154.3292,95.9299,0.25103,2.4562,2.7201,2.6427,2.6112,72,1711.7893
2550.5664,8368.0003,12.5,12.1986,2.4041,0.031328,93.7564,153.9931,95.475,0.254621,2.4964,2.735,2.6553,2.6324,72,1714.319
2550.7188,8368.5003,12.5,12.2041,2.4206,0.034376,93.2471,153.4155,95.7999,0.250582,2.5298,2.7881,2.7219,2.7125,72,1713.9855
2550.8712,8369.0003,12.5,12.2096,2.4372,0.037424,92.7377,152.8378,96.1249,0.246542,2.5632,2.8411,2.7885,2.7927,72,1713.652
2551.0236,8369.5003,12.5,12.2145,2.4487,0.039528,92.1592,152.2298,96.4881,0.24198,2.5816,2.883,2.8419,2.8557,72,1713.2324
2551.176,8370.0003,12.5,12.2162,2.4331,0.03648,91.2034,151.4564,97.0607,0.234565,2.5188,2.8641,2.8229,2.8251,72,1712.3429
2551.3284,8370.5003,12.5,12.218,2.4176,0.033432,90.2476,150.6829,97.6332,0.227151,2.456,2.8452,2.804,2.7945,72,1711.4534
2551.4808,8371.0003,12.5,12.2197,2.402,0.030384,89.2918,149.9095,98.2057,0.219736,2.3932,2.8263,2.785,2.7639,72,1710.5638
2551.6332,8371.5003,12.5,12.2141,2.4,0.032643,88.9253,149.644,98.5597,0.225072,2.4196,2.8415,2.7979,2.7781,72,1709.481
2551.7856,8372.0003,12.5,12.2075,2.4,0.035667,88.6437,149.4518,98.8823,0.232245,2.4588,2.8615,2.8153,2.7987,72,1708.3701
2551.938,8372.5003,12.5,12.2008,2.4,0.038691,88.3622,149.2596,99.2048,0.239419,2.4981,2.8816,2.8327,2.8193,72,1707.2593
2552.0904,8373.0003,12.5,12.1991,2.4,0.038144,87.4774,149.2156,99.8572,0.245497,2.5059,2.8892,2.8391,2.8251,72,1701.0009
2552.2428,8373.5003,12.5,12.2007,2.3999,0.035149,86.1789,149.2732,100.7357,0.250824,2.4922,2.8881,2.8381,2.8207,72,1691.212
2552.3952,8374.0003,12.5,12.2023,2.3998,0.032153,84.8805,149.3309,101.6142,0.256151,2.4784,2.8871,2.8371,2.8163,72,1681.4232
2552.5476,8374.5003,12.5,12.201,2.3923,0.029133,84.4409,149.1901,101.6088,0.256509,2.4439,2.8644,2.8162,2.7935,72,1677.7771
2552.7,8375.0003,12.5,12.1934,2.3682,0.026056,85.8921,148.6125,99.6574,0.245925,2.3635,2.7938,2.7516,2.7299,72,1687.6555
2552.8524,8375.5003,12.5,12.1858,2.3442,0.02298,87.3434,148.0349,97.7061,0.235342,2.2832,2.7233,2.687,2.6664,72,1697.5338
2553.0048,8376.0003,12.5,12.1788,2.3217,0.020071,88.7796,147.4778,95.826,0.225042,2.2066,2.6575,2.6265,2.607,72,1707.2067
2553.1572,8376.5003,12.5,12.1903,2.3464,0.022329,89.7527,147.5519,96.1389,0.223437,2.2463,2.7365,2.6914,2.6757,72,1710.5593
2553.3096,8377.0003,12.5,12.2018,2.3711,0.024586,90.7259,147.6261,96.4519,0.221832,2.2861,2.8154,2.7563,2.7445,72,1713.9119
2553.462,8377.5003,12.5,12.2133,2.3958,0.026844,91.699,147.7002,96.7648,0.220227,2.3258,2.8943,2.8211,2.8132,72,1717.2645
