DEPTH_M,DEPTH_F,BS,CALI,DENS,DRHO,DTC,DTS,GR,NEUT,PEF,RESD,RESM,RESS,TEMP,TENS
2553.6144,8378.0003,12.5,12.2205,2.3891,0.027981,91.9351,147.3513,97.892,0.221173,2.308,2.8016,2.739,2.7299,72,1711.917
2553.7668,8378.5003,12.5,12.2262,2.3719,0.028747,91.9264,146.8619,99.2896,0.222967,2.2712,2.6518,2.608,2.5961,72,1703.6794
2553.9192,8379.0003,12.5,12.232,2.3546,0.029512,91.9177,146.3725,100.6872,0.224761,2.2343,2.5021,2.477,2.4623,72,1695.442
2554.0716,8379.5003,12.5,12.2322,2.3561,0.027346,91.7668,145.7399,101.1172,0.226247,2.2738,2.4965,2.4713,2.4568,72,1695.5546
2554.224,8380.0003,12.5,12.2263,2.3788,0.021871,91.4556,144.9458,100.4552,0.227384,2.3994,2.6537,2.6068,2.5961,72,1705.0901
2554.3764,8380.5003,12.5,12.2203,2.4015,0.016395,91.1443,144.1516,99.7932,0.228522,2.5251,2.8109,2.7423,2.7354,72,1714.6256
2554.5288,8381.0003,12.5,12.2148,2.4153,0.01247,90.9766,143.5932,99.4522,0.227475,2.6038,2.9264,2.8442,2.8394,72,1722.7289
2554.6812,8381.5003,12.5,12.2111,2.3914,0.0152,91.4249,144.0464,100.4888,0.217051,2.4811,2.8629,2.8015,2.7916,72,1724.6857
2554.8336,8382.0003,12.5,12.2074,2.3675,0.017929,91.8731,144.4996,101.5254,0.206627,2.3583,2.7994,2.7588,2.7439,72,1726.6423
2554.986,8382.5003,12.5,12.2037,2.3436,0.020658,92.3214,144.9528,102.562,0.196203,2.2356,2.7358,2.7162,2.6962,72,1728.599
2555.1384,8383.0003,12.5,12.2149,2.3597,0.023425,92.296,146.2243,101.8594,0.202488,2.2871,2.7611,2.7283,2.7072,72,1723.8291
2555.2908,8383.5003,12.5,12.2276,2.3798,0.026196,92.2228,147.5785,100.9808,0.210464,2.3563,2.7954,2.7458,2.7242,72,1718.3785
2555.4432,8384.0003,12.5,12.2403,2.4,0.028967,92.1495,148.9328,100.1023,0.21844,2.4255,2.8297,2.7634,2.7412,72,1712.9281
2555.5956,8384.5003,12.5,12.2404,2.4106,0.029978,92.5191,149.373,99.3765,0.22232,2.4811,2.8472,2.7822,2.7621,72,1715.963
2555.748,8385.0003,12.5,12.2331,2.4155,0.029943,93.152,149.2701,98.7414,0.223768,2.5288,2.8546,2.8016,2.7853,72,1724.0393
2555.9004,8385.5003,12.5,12.2259,2.4204,0.029908,93.7848,149.1672,98.1063,0.225215,2.5764,2.8621,2.8211,2.8085,72,1732.1156
2556.0528,8386.0003,12.5,12.2191,2.4304,0.028842,94.6834,149.0828,97.2396,0.227361,2.6598,2.8822,2.852,2.8409,72,1736.0817
2556.2052,8386.5003,12.5,12.2132,2.4503,0.025829,96.0836,149.0332,95.9359,0.230826,2.8105,2.9262,2.9047,2.8908,72,1732.2946
2556.3576,8387.0003,12.5,12.2072,2.4701,0.022815,97.4838,148.9836,94.6323,0.234291,2.9612,2.9701,2.9574,2.9407,72,1728.5073
2556.51,8387.5003,12.5,12.2025,2.487,0.0202,98.7036,148.9415,93.5872,0.237436,3.0916,3.0047,2.9997,2.9803,72,1724.7926
2556.6624,8388.0003,12.5,12.2144,2.4625,0.023248,97.355,149.0072,96.2241,0.236039,2.931,2.9057,2.8935,2.8728,72,1722.111
2556.8148,8388.5003,12.5,12.2263,2.4379,0.026296,96.0064,149.0728,98.861,0.234641,2.7705,2.8066,2.7874,2.7654,72,1719.4293
2556.9672,8389.0003,12.5,12.2382,2.4134,0.029344,94.6578,149.1384,101.4978,0.233243,2.6099,2.7076,2.6812,2.6579,72,1716.7476
2557.1196,8389.5003,12.5,12.2318,2.4038,0.03,94.7156,149.0505,98.3648,0.234104,2.5334,2.6477,2.6169,2.5954,72,1714.0275
2557.272,8390.0003,12.5,12.2204,2.3983,0.03,95.1591,148.9205,93.6493,0.235585,2.48,2.5985,2.5641,2.5451,72,1711.2969
2557.4244,8390.5003,12.5,12.2091,2.3927,0.03,95.6026,148.7905,88.9338,0.237066,2.4265,2.5494,2.5112,2.4949,72,1708.5663
2557.5768,8391.0003,12.5,12.2043,2.3965,0.028803,95.8032,148.8601,87.9898,0.237466,2.4027,2.5846,2.5421,2.5266,72,1708.4607
2557.7292,8391.5003,12.5,12.206,2.4093,0.026428,95.7649,149.1261,90.7583,0.236803,2.408,2.7029,2.6553,2.6388,72,1710.9391
2557.8816,8392.0003,12.5,12.2078,2.4221,0.024053,95.7265,149.3921,93.5268,0.23614,2.4134,2.8213,2.7686,2.7511,72,1713.4175
2558.034,8392.5003,12.5,12.2071,2.4321,0.022693,95.7656,149.7597,95.8825,0.235721,2.4238,2.9134,2.8584,2.8411,72,1715.0095
2558.1864,8393.0003,12.5,12.198,2.4323,0.024869,96.0744,150.4813,96.8007,0.23615,2.4517,2.9142,2.8668,2.8536,72,1713.5153
2558.3388,8393.5003,12.5,12.189,2.4324,0.027045,96.3832,151.2029,97.719,0.236579,2.4796,2.9151,2.8752,2.8662,72,1712.0211
2558.4912,8394.0003,12.5,12.1799,2.4326,0.029222,96.6919,151.9245,98.6372,0.237009,2.5076,2.9159,2.8835,2.8787,72,1710.5269
2558.6436,8394.5003,12.5,12.179,2.4453,0.024789,95.6203,151.7829,98.9884,0.237662,2.5991,3.0385,2.9976,2.9895,72,1718.1814
2558.796,8395.0003,12.5,12.1785,2.4587,0.019951,94.464,151.5885,99.3049,0.23833,2.6945,3.1686,3.1181,3.1063,72,1726.3965
2558.9484,8395.5003,12.5,12.1781,2.4722,0.015113,93.3078,151.394,99.6214,0.238997,2.7898,3.2986,3.2386,3.2231,72,1734.6117
2559.1008,8396.0003,12.5,12.1779,2.4705,0.014811,92.1267,151.2834,100.3169,0.239745,2.7746,3.2828,3.2212,3.2027,72,1733.4561
2559.2532,8396.5003,12.5,12.1779,2.4612,0.016832,90.933,151.2158,101.2065,0.240533,2.7027,3.1922,3.1332,3.1119,72,1727.5037
2559.4056,8397.0003,12.5,12.1779,2.4519,0.018853,89.7393,151.1481,102.096,0.241322,2.6308,3.1016,3.0452,3.0211,72,1721.5511
2559.558,8397.5003,12.5,12.1779,2.4477,0.018933,88.9038,150.9459,102.0486,0.240499,2.6061,3.073,3.0101,2.9751,72,1716.493
2559.7104,8398.0003,12.5,12.1779,2.452,0.015853,88.6514,150.5248,100.4763,0.237051,2.6583,3.1452,3.0609,3.0018,72,1712.8909
2559.8628,8398.5003,12.5,12.1779,2.4562,0.012773,88.3989,150.1037,98.904,0.233604,2.7105,3.2175,3.1117,3.0285,72,1709.2887
2560.0152,8399.0003,12.5,12.1779,2.4602,0.010608,88.2281,149.7811,97.7009,0.23123,2.7546,3.2782,3.154,3.0507,72,1706.8569
2560.1676,8399.5003,12.5,12.1779,2.4627,0.016704,88.7936,150.3477,99.8298,0.238546,2.7252,3.2347,3.1187,3.0329,72,1714.9905
2560.32,8400.0003,12.5,12.1779,2.4651,0.0228,89.3591,150.9143,101.9587,0.245863,2.6959,3.1912,3.0835,3.0151,72,1723.124
2560.4724,8400.5003,12.5,12.1779,2.4676,0.028896,89.9246,151.4809,104.0875,0.253179,2.6666,3.1477,3.0482,2.9973,72,1731.2574
2560.6248,8401.0003,12.5,12.1779,2.4647,0.027504,90.7821,151.3736,103.1238,0.248766,2.619,3.1884,3.0951,3.0575,72,1734.1528
2560.7772,8401.5003,12.5,12.1779,2.4608,0.024456,91.7043,151.1172,101.4762,0.241758,2.5673,3.2477,3.1602,3.1351,72,1735.8898
2560.9296,8402.0003,12.5,12.1779,2.4568,0.021408,92.6265,150.8608,99.8285,0.23475,2.5156,3.3071,3.2253,3.2126,72,1737.6266
2561.082,8402.5003,12.5,12.1832,2.4741,0.021212,92.6298,150.2396,100.3709,0.232133,2.5906,3.3607,3.2875,3.2845,72,1743.2903
2561.2344,8403.0003,12.5,12.1929,2.5098,0.023464,91.8443,149.305,102.7934,0.233286,2.7743,3.4094,3.3473,3.3516,72,1752.3254
2561.3868,8403.5003,12.5,12.2027,2.5455,0.025716,91.0588,148.3705,105.216,0.234438,2.958,3.4581,3.4071,3.4187,72,1761.3605
2561.5392,8404.0003,12.5,12.2075,2.5617,0.02761,90.1932,147.5876,106.7755,0.235018,3.0572,3.4627,3.4218,3.4361,72,1766.8615
2561.6916,8404.5003,12.5,12.1977,2.5218,0.028473,89.0966,147.2426,105.8428,0.233942,2.9124,3.3401,3.3062,3.3096,72,1762.1567
2561.844,8405.0003,12.5,12.1879,2.4819,0.029336,88,146.8977,104.9102,0.232866,2.7676,3.2175,3.1906,3.1832,72,1757.452
2561.9964,8405.5003,12.5,12.1781,2.442,0.030199,86.9034,146.5527,103.9775,0.23179,2.6228,3.095,3.075,3.0568,72,1752.7473
2562.1488,8406.0003,12.5,12.1779,2.4428,0.029224,86.9566,147.0555,103.7019,0.235188,2.6041,3.116,3.0811,3.0599,72,1747.7679
2562.3012,8406.5003,12.5,12.1779,2.4446,0.028205,87.0376,147.5787,103.4423,0.238695,2.5885,3.1405,3.0901,3.0662,72,1742.782
2562.4536,8407.0003,12.5,12.1779,2.4463,0.027185,87.1185,148.1019,103.1826,0.242201,2.5729,3.165,3.0991,3.0725,72,1737.7959
2562.606,8407.5003,12.5,12.1779,2.4403,0.026292,87.3185,149.0137,104.1853,0.244157,2.5735,3.1106,3.0422,3.0152,72,1735.0865
2562.7584,8408.0003,12.5,12.1779,2.4309,0.025454,87.5705,150.0956,105.7406,0.245435,2.5813,3.0216,2.9564,2.9302,72,1733.3739
2562.9108,8408.5003,12.5,12.1779,2.4215,0.024615,87.8225,151.1774,107.2959,0.246713,2.589,2.9327,2.8706,2.8451,72,1731.6611
2563.0632,8409.0003,12.5,12.1779,2.4201,0.024698,87.9646,151.7393,107.4492,0.247262,2.6105,2.8884,2.8281,2.8073,72,1733.4326
2563.2156,8409.5003,12.5,12.1779,2.4301,0.026081,87.9516,151.567,105.6239,0.246782,2.6514,2.9074,2.8467,2.8362,72,1740.1216
2563.368,8410.0003,12.5,12.1779,2.44,0.027464,87.9386,151.3949,103.7986,0.246302,2.6923,2.9263,2.8653,2.865,72,1746.8105
2563.5204,8410.5003,12.5,12.1779,2.4484,0.028722,87.8995,151.1219,102.3656,0.245432,2.7273,2.9371,2.8769,2.8845,72,1751.3104
2563.6728,8411.0003,12.5,12.1779,2.4468,0.029171,87.6917,150.1971,103.4707,0.242042,2.7239,2.8946,2.8436,2.8429,72,1741.6461
2563.8252,8411.5003,12.5,12.1779,2.4451,0.029621,87.484,149.2722,104.5758,0.238651,2.7204,2.8521,2.8102,2.8014,72,1731.9817
2563.9776,8412.0003,12.5,12.1779,2.4435,0.03007,87.2762,148.3474,105.6809,0.235261,2.717,2.8096,2.7768,2.7599,72,1722.3174
2564.13,8412.5003,12.5,12.1779,2.4401,0.030101,86.9483,148.0036,108.8386,0.237701,2.6961,2.7935,2.7584,2.7395,72,1722.7086
2564.2824,8413.0003,12.5,12.1779,2.4365,0.030059,86.5998,147.7599,112.3499,0.241145,2.6722,2.782,2.7426,2.7227,72,1724.8325
2564.4348,8413.5003,12.5,12.1779,2.4328,0.030018,86.2512,147.5161,115.8613,0.244589,2.6483,2.7705,2.7268,2.7059,72,1726.9564
2564.5872,8414.0003,12.5,12.1779,2.4335,0.028256,85.7677,147.5409,115.2879,0.244977,2.6605,2.8123,2.7701,2.7541,72,1722.6475
2564.7396,8414.5003,12.5,12.1779,2.4375,0.025208,85.1833,147.7663,111.6604,0.243079,2.6995,2.8939,2.8577,2.8508,72,1713.5287
2564.892,8415.0003,12.5,12.1779,2.4414,0.02216,84.599,147.9917,108.0329,0.24118,2.7385,2.9756,2.9454,2.9476,72,1704.4098
2565.0444,8415.5003,12.5,12.1779,2.4439,0.020888,84.3909,148.207,105.8707,0.238929,2.7507,3.0171,2.9916,2.9961,72,1698.2235
2565.1968,8416.0003,12.5,12.1779,2.4426,0.023936,85.0982,148.3973,107.2726,0.235816,2.6973,2.961,2.9373,2.9273,72,1699.1705
2565.3492,8416.5003,12.5,12.1779,2.4414,0.026984,85.8054,148.5877,108.6744,0.232703,2.6439,2.905,2.883,2.8584,72,1700.1174
2565.5016,8417.0003,12.5,12.1779,2.44,0.03,86.5089,148.7754,110.0617,0.229684,2.5911,2.8483,2.8279,2.7892,72,1701.0518
2565.654,8417.5003,12.5,12.1779,2.4331,0.030018,86.8542,148.7124,110.0767,0.235493,2.5921,2.7259,2.7012,2.6848,72,1700.8003
2565.8064,8418.0003,12.5,12.1779,2.4262,0.030036,87.1995,148.6494,110.0916,0.241302,2.5932,2.6035,2.5745,2.5804,72,1700.5488
2565.9588,8418.5003,12.5,12.1779,2.4193,0.030054,87.5449,148.5864,110.1066,0.24711,2.5943,2.4811,2.4477,2.476,72,1700.2974
2566.1112,8419.0003,12.5,12.1779,2.4214,0.030045,87.8808,148.3521,109.1003,0.249277,2.5887,2.5009,2.4603,2.4798,72,1703.6073
2566.2636,8419.5003,12.5,12.1779,2.4268,0.030028,88.2131,148.0544,107.7157,0.250094,2.5805,2.5734,2.5246,2.5237,72,1708.2368
2566.416,8420.0003,12.5,12.1779,2.4322,0.03001,88.5455,147.7566,106.331,0.250911,2.5724,2.6459,2.5888,2.5675,72,1712.8663
2566.5684,8420.5003,12.5,12.1779,2.4282,0.03,88.6274,147.4068,104.5037,0.247916,2.5514,2.6576,2.6016,2.5784,72,1718.6354
2566.7208,8421.0003,12.5,12.1779,2.4125,0.03,88.4017,146.9932,102.1328,0.240242,2.5145,2.5944,2.5511,2.5487,72,1725.8038
2566.8732,8421.5003,12.5,12.1779,2.3968,0.03,88.1761,146.5795,99.7619,0.232567,2.4776,2.5313,2.5007,2.5191,72,1732.9724
2567.0256,8422.0003,12.5,12.178,2.3846,0.029488,87.9872,146.2738,98.0294,0.227117,2.4481,2.4899,2.4675,2.5015,72,1738.2966
2567.178,8422.5003,12.5,12.1789,2.3895,0.02644,87.9801,146.5034,99.4585,0.232689,2.4556,2.5562,2.5197,2.544,72,1734.4861
2567.3304,8423.0003,12.5,12.1798,2.3945,0.023392,87.9731,146.7329,100.8877,0.238262,2.463,2.6225,2.5719,2.5865,72,1730.6755
2567.4828,8423.5003,12.5,12.1807,2.3994,0.020344,87.966,146.9624,102.3169,0.243834,2.4704,2.6888,2.6241,2.629,72,1726.865
2567.6352,8424.0003,12.5,12.18,2.4092,0.021639,88.0277,147.318,103.5639,0.245947,2.5299,2.7085,2.6527,2.6469,72,1727.9662
2567.7876,8424.5003,12.5,12.1791,2.4196,0.023487,88.0982,147.6897,104.7877,0.24762,2.5961,2.7224,2.6784,2.6618,72,1729.6923
2567.94,8425.0003,12.5,12.1782,2.4299,0.025335,88.1686,148.0613,106.0115,0.249294,2.6623,2.7362,2.704,2.6767,72,1731.4182
2568.0924,8425.5003,12.5,12.1779,2.4314,0.024943,87.9803,148.2163,106.193,0.248648,2.6387,2.7204,2.6942,2.6764,72,1728.5276
2568.2448,8426.0003,12.5,12.1779,2.4271,0.023095,87.6241,148.2305,105.6976,0.246497,2.5569,2.6852,2.6615,2.6664,72,1722.6392
2568.3972,8426.5003,12.5,12.1779,2.4227,0.021247,87.2679,148.2447,105.2023,0.244346,2.4751,2.65,2.6288,2.6564,72,1716.7507
2568.5496,8427.0003,12.5,12.1779,2.4149,0.02,87.0752,148.2503,104.4265,0.241664,2.4345,2.6233,2.601,2.6356,72,1717.0472
2568.702,8427.5003,12.5,12.1779,2.3999,0.02,87.2213,148.2379,103.0694,0.23788,2.4791,2.6141,2.5833,2.5925,72,1730.1621
2568.8544,8428.0003,12.5,12.1779,2.385,0.02,87.3673,148.2254,101.7123,0.234096,2.5237,2.605,2.5656,2.5493,72,1743.277
2569.0068,8428.5003,12.5,12.1785,2.3725,0.020204,87.5583,148.2063,100.3766,0.230667,2.5695,2.6024,2.554,2.5131,72,1755.5557
2569.1592,8429.0003,12.5,12.1914,2.4134,0.024776,88.7115,148.043,99.4995,0.234825,2.6431,2.7391,2.6717,2.6241,72,1749.9271
2569.3116,8429.5003,12.5,12.2042,2.4544,0.029348,89.8647,147.8798,98.6224,0.238984,2.7166,2.8759,2.7895,2.7352,72,1744.2986
2569.464,8430.0003,12.5,12.2171,2.4953,0.03392,91.0179,147.7165,97.7453,0.243143,2.7901,3.0127,2.9072,2.8463,72,1738.67
2569.6164,8430.5003,12.5,12.2683,2.4965,0.031605,91.3321,147.6925,96.3752,0.240545,2.8438,3.0245,2.9448,2.9279,72.0738,1744.415
2569.7688,8431.0003,12.5,12.3313,2.4854,0.027161,91.3868,147.7116,94.8526,0.235859,2.8912,2.9976,2.9577,3.0004,72.1705,1753.6777
2569.9212,8431.5003,12.5,12.3943,2.4743,0.022717,91.4415,147.7307,93.3301,0.231172,2.9387,2.9707,2.9705,3.0729,72.2672,1762.9404
2570.0736,8432.0003,12.5,12.3902,2.4646,0.020366,91.5047,147.6772,93.8438,0.229886,2.9291,2.9064,2.9226,3.0225,72.4177,1759.9941
2570.226,8432.5003,12.5,12.3143,2.4565,0.020258,91.5768,147.546,96.5376,0.23224,2.8585,2.8022,2.8097,2.8406,72.6258,1743.9766
2570.3784,8433.0003,12.5,12.2384,2.4484,0.02015,91.649,147.4147,99.2315,0.234594,2.7879,2.698,2.6968,2.6587,72.8339,1727.959
2570.5308,8433.5003,12.5,12.1793,2.4394,0.021236,91.6883,147.349,101.1608,0.23915,2.7281,2.5936,2.5825,2.4949,73,1717.2161
2570.6832,8434.0003,12.5,12.1865,2.4266,0.027035,91.5982,147.5417,100.0716,0.252405,2.711,2.4891,2.4628,2.4027,73,1727.2979
2570.8356,8434.5003,12.5,12.1937,2.4138,0.032834,91.5081,147.7343,98.9824,0.265659,2.6938,2.3845,2.3431,2.3106,73,1737.3798
2570.988,8435.0003,12.5,12.2008,2.401,0.038633,91.418,147.927,97.8932,0.278913,2.6766,2.2799,2.2234,2.2184,73,1747.4617
2571.1404,8435.5003,12.5,12.1948,2.4028,0.036537,90.7385,148.8076,99.4132,0.271193,2.684,2.3153,2.2594,2.2611,73,1740.5649
2571.2928,8436.0003,12.5,12.1876,2.4059,0.033767,90.0086,149.7471,101.1562,0.261679,2.6934,2.3625,2.3089,2.3153,73,1732.2172
2571.4452,8436.5003,12.5,12.1805,2.4089,0.030996,89.2787,150.6865,102.8991,0.252166,2.7029,2.4098,2.3583,2.3695,73,1723.8694
2571.5976,8437.0003,12.5,12.1811,2.4048,0.026096,89.1353,150.8784,103.2548,0.250047,2.6752,2.4499,2.4052,2.4176,73,1718.5933
2571.75,8437.5003,12.5,12.1861,2.3968,0.02,89.3211,150.6507,102.8316,0.252082,2.6265,2.486,2.4507,2.4624,73,1715.042
2571.9024,8438.0003,12.5,12.191,2.3887,0.013904,89.5069,150.4229,102.4084,0.254116,2.5779,2.5221,2.4962,2.5071,73,1711.4906
2572.0548,8438.5003,12.5,12.1924,2.3874,0.012119,89.8519,150.3794,101.2239,0.256103,2.5565,2.5466,2.5237,2.5319,73,1711.5496
2572.2072,8439.0003,12.5,12.1875,2.398,0.018013,90.4803,150.6642,98.6837,0.258006,2.5835,2.5507,2.519,2.5213,73,1718.0388
2572.3596,8439.5003,12.5,12.1825,2.4087,0.023906,91.1087,150.9489,96.1435,0.259909,2.6105,2.5548,2.5144,2.5106,73,1724.528
2572.512,8440.0003,12.5,12.1792,2.4181,0.029303,91.5282,151.2291,94.0597,0.261141,2.6311,2.5545,2.5063,2.4976,73,1730.7427
2572.6644,8440.5003,12.5,12.1964,2.4125,0.028889,89.5024,151.457,97.3157,0.254531,2.5772,2.5026,2.4583,2.4572,73,1733.7461
2572.8168,8441.0003,12.5,12.2135,2.4068,0.028476,87.4766,151.6849,100.5718,0.247921,2.5232,2.4508,2.4102,2.4168,73,1736.7495
2572.9692,8441.5003,12.5,12.2306,2.4012,0.028063,85.4508,151.9128,103.8278,0.241311,2.4692,2.3989,2.3621,2.3763,73,1739.7529
2573.1216,8442.0003,12.5,12.2266,2.3989,0.027204,84.9425,151.2487,105.5297,0.242541,2.4625,2.3879,2.3509,2.3577,73,1736.8652
2573.274,8442.5003,12.5,12.2172,2.3974,0.026232,84.8186,150.3586,106.8379,0.245756,2.4678,2.3873,2.349,2.3446,73,1732.4854
2573.4264,8443.0003,12.5,12.2079,2.396,0.02526,84.6947,149.4686,108.146,0.248972,2.4732,2.3866,2.3472,2.3315,73,1728.1056
2573.5788,8443.5003,12.5,12.2149,2.3929,0.027188,85.6307,149.0028,107.4409,0.246892,2.4953,2.355,2.3173,2.298,73,1724.5331
2573.7312,8444.0003,12.5,12.2371,2.3882,0.031824,87.5568,148.9332,104.8554,0.239866,2.5332,2.2944,2.2613,2.2453,73,1721.7146
2573.8836,8444.5003,12.5,12.2594,2.3836,0.036459,89.4829,148.8636,102.2698,0.232841,2.5711,2.2338,2.2053,2.1927,73,1718.8961
2574.036,8445.0003,12.5,12.3006,2.3807,0.039235,90.9804,148.9459,99.5539,0.230496,2.5959,2.2045,2.1791,2.1721,73,1716.829
2574.1884,8445.5003,12.5,12.4032,2.3838,0.035997,91.0918,149.519,96.4165,0.243284,2.5786,2.2763,2.2494,2.2552,73,1717.191
2574.3408,8446.0003,12.5,12.5058,2.3868,0.032758,91.2033,150.092,93.2791,0.256072,2.5612,2.3481,2.3197,2.3382,73,1717.5531
2574.4932,8446.5003,12.5,12.6084,2.3899,0.02952,91.3148,150.6651,90.1417,0.268861,2.5439,2.4199,2.39,2.4213,73,1717.9153
2574.6456,8447.0003,12.5,12.5013,2.3938,0.027593,91.0606,149.3935,92.6886,0.265991,2.55,2.4239,2.3997,2.4185,73,1721.3409
2574.798,8447.5003,12.5,12.3843,2.3978,0.025727,90.7895,148.0358,95.5009,0.262389,2.5572,2.4248,2.4066,2.4117,73,1724.9097
2574.9504,8448.0003,12.5,12.2674,2.4018,0.023862,90.5183,146.678,98.3132,0.258788,2.5644,2.4256,2.4135,2.4048,73,1728.4784
2575.1028,8448.5003,12.5,12.2271,2.3906,0.026684,90.3206,146.0412,98.9889,0.257302,2.5583,2.4013,2.3829,2.3774,73,1735.8167
2575.2552,8449.0003,12.5,12.2238,2.3719,0.031769,90.1584,145.7521,98.6336,0.256836,2.5458,2.3647,2.3343,2.34,73,1744.9736
2575.4076,8449.5003,12.5,12.2205,2.3533,0.036854,89.9961,145.4631,98.2784,0.25637,2.5333,2.3282,2.2856,2.3026,73,1754.1306
2575.56,8450.0003,12.5,12.2167,2.3349,0.038745,90.0448,145.8341,98.0716,0.254663,2.5096,2.302,2.2525,2.2662,73,1755.8689
2575.7124,8450.5003,12.5,12.2121,2.3167,0.035716,90.4184,147.2217,98.0934,0.251043,2.4686,2.2918,2.2434,2.2316,73,1746.1825
2575.8648,8451.0003,12.5,12.2075,2.2986,0.032687,90.7921,148.6093,98.1153,0.247424,2.4276,2.2816,2.2343,2.197,73,1736.4961
2576.0172,8451.5003,12.5,12.2041,2.2837,0.030064,91.1024,149.9374,98.0685,0.244504,2.4017,2.2824,2.2342,2.174,73,1728.5753
2576.1696,8452.0003,12.5,12.2106,2.2944,0.030636,90.9155,150.7979,97.4826,0.247089,2.4943,2.3702,2.3049,2.2428,73,1734.5331
2576.322,8452.5003,12.5,12.2171,2.305,0.031208,90.7285,151.6583,96.8967,0.249674,2.5869,2.4581,2.3756,2.3116,73,1740.491
2576.4744,8453.0003,12.5,12.2236,2.3157,0.031779,90.5416,152.5188,96.3107,0.25226,2.6794,2.5459,2.4463,2.3803,73,1746.4487
2576.6268,8453.5003,12.5,12.2294,2.3345,0.031399,91.0743,152.3798,97.3302,0.256467,2.6867,2.5818,2.4936,2.4377,73,1745.1813
2576.7792,8454.0003,12.5,12.235,2.3549,0.030828,91.7524,152.039,98.6737,0.261003,2.6767,2.6072,2.5363,2.4929,73,1742.4553
2576.9316,8454.5003,12.5,12.2405,2.3754,0.030256,92.4305,151.6982,100.0172,0.265538,2.6667,2.6327,2.5789,2.548,73,1739.7292
2577.084,8455.0003,12.5,12.2857,2.3855,0.031216,93.381,151.438,100.1114,0.26576,2.6358,2.5847,2.5398,2.5095,73,1739.887
2577.2364,8455.5003,12.5,12.3631,2.3871,0.033422,94.5533,151.2434,99.1882,0.262471,2.5881,2.4768,2.434,2.3948,73,1742.3931
2577.3888,8456.0003,12.5,12.4405,2.3888,0.035628,95.7257,151.0488,98.265,0.259181,2.5404,2.369,2.3282,2.2801,73,1744.899
2577.5412,8456.5003,12.5,12.4706,2.3851,0.036642,96.3048,150.8977,97.1884,0.256769,2.5027,2.2928,2.2518,2.2033,73,1746.782
2577.6936,8457.0003,12.5,12.3729,2.3669,0.034436,95.2829,150.8639,95.6973,0.256725,2.4923,2.302,2.2547,2.2287,73,1746.9829
2577.846,8457.5003,12.5,12.2752,2.3488,0.03223,94.2609,150.8301,94.2062,0.256681,2.4818,2.3112,2.2577,2.2542,73,1747.1838
2577.9984,8458.0003,12.5,12.1775,2.3306,0.030024,93.239,150.7964,92.7151,0.256637,2.4714,2.3204,2.2606,2.2796,73,1747.3849
2578.1508,8458.5003,12.5,12.2077,2.353,0.033016,92.0809,150.8949,95.0909,0.256569,2.5765,2.3658,2.3116,2.3183,73,1753.614
2578.3032,8459.0003,12.5,12.2393,2.3757,0.036064,90.9214,150.9949,97.5077,0.2565,2.6829,2.4115,2.363,2.3572,73,1759.9071
2578.4556,8459.5003,12.5,12.2709,2.3985,0.039112,89.7619,151.0948,99.9245,0.256432,2.7893,2.4573,2.4145,2.3961,73,1766.2003
2578.608,8460.0003,12.5,12.2675,2.4059,0.041215,90.5205,151.2955,100.3199,0.254889,2.7998,2.4561,2.4211,2.417,73,1757.3303
2578.7604,8460.5003,12.5,12.2497,2.407,0.042929,92.0676,151.5376,99.8844,0.252741,2.771,2.4358,2.4092,2.4306,73,1742.2266
2578.9128,8461.0003,12.5,12.2319,2.4081,0.044644,93.6147,151.7797,99.4488,0.250592,2.7421,2.4154,2.3974,2.4441,73,1727.1228
2579.0652,8461.5003,12.5,12.2526,2.4061,0.043779,95.5143,151.8871,98.0677,0.251747,2.7069,2.3623,2.3484,2.3973,73,1720.7816
2579.2176,8462.0003,12.5,12.3248,2.4,0.039465,97.8853,151.8145,95.422,0.257321,2.6633,2.2653,2.2498,2.2698,73,1726.1594
2579.37,8462.5003,12.5,12.397,2.3938,0.03515,100.2562,151.7418,92.7764,0.262895,2.6196,2.1683,2.1513,2.1422,73,1731.5374
2579.5224,8463.0003,12.5,12.4729,2.3864,0.031405,102.0708,151.6536,90.465,0.267104,2.5697,2.0821,2.0628,2.031,73,1737.6215
2579.6748,8463.5003,12.5,12.5695,2.3716,0.030962,100.6558,151.4754,90.0935,0.263389,2.4831,2.0589,2.033,2.0141,73,1747.804
2579.8272,8464.0003,12.5,12.6662,2.3568,0.03052,99.2408,151.2972,89.722,0.259675,2.3965,2.0357,2.0032,1.9972,73,1757.9866
2579.9796,8464.5003,12.5,12.7629,2.342,0.030077,97.8258,151.119,89.3505,0.255961,2.3099,2.0125,1.9734,1.9803,73,1768.1692
2580.132,8465.0003,12.5,12.645,2.3453,0.030044,96.375,150.5583,91.2621,0.253355,2.3692,2.0176,1.9809,1.993,73,1756.3975
2580.2844,8465.5003,12.5,12.4939,2.3514,0.030074,94.9185,149.9386,93.5266,0.25092,2.451,2.027,1.9941,2.0102,73,1741.2328
2580.4368,8466.0003,12.5,12.3428,2.3575,0.030105,93.4621,149.3188,95.7911,0.248485,2.5328,2.0365,2.0074,2.0275,73,1726.0681
2580.5892,8466.5003,12.5,12.2801,2.3612,0.02887,93.2019,149.9019,96.2856,0.249654,2.586,2.0654,2.0357,2.0428,73,1726.5945
